# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s]
1248294064.451 	  0.055 	  0.201
1248294064.492 	  0.055 	  0.201
1248294064.502 	  0.055 	  0.202
1248294064.553 	  0.055 	  0.202
1248294064.574 	  0.055 	  0.202
1248294064.615 	  0.055 	  0.201
1248294064.625 	  0.055 	  0.201
1248294064.687 	  0.055 	  0.201
1248294064.697 	  0.055 	  0.201
1248294064.738 	  0.055 	  0.201
1248294064.748 	  0.055 	  0.202
1248294064.799 	  0.055 	  0.201
1248294064.810 	  0.055 	  0.201
1248294064.850 	  0.055 	  0.201
1248294064.861 	  0.055 	  0.200
1248294064.902 	  0.055 	  0.198
1248294064.922 	  0.055 	  0.198
1248294064.963 	  0.055 	  0.198
1248294064.973 	  0.055 	  0.197
1248294065.004 	  0.000 	  0.000
1248294065.014 	  0.000 	  0.000
1248294065.025 	  0.055 	  0.196
1248294065.035 	  0.055 	  0.195
1248294065.076 	  0.055 	  0.192
1248294065.087 	  0.055 	  0.192
1248294065.168 	  0.055 	  0.191
1248294065.188 	  0.055 	  0.189
1248294065.209 	  0.055 	  0.189
1248294065.250 	  0.054 	  0.186
1248294065.261 	  0.054 	  0.186
1248294065.312 	  0.054 	  0.184
1248294065.323 	  0.054 	  0.182
1248294065.364 	  0.054 	  0.182
1248294065.394 	  0.054 	  0.182
1248294065.415 	  0.054 	  0.180
1248294065.446 	  0.054 	  0.180
1248294065.487 	  0.054 	  0.177
1248294065.498 	  0.054 	  0.176
1248294065.539 	  0.054 	  0.176
1248294065.549 	  0.054 	  0.176
1248294065.600 	  0.054 	  0.173
1248294065.611 	  0.054 	  0.173
1248294065.662 	  0.054 	  0.171
1248294065.673 	  0.054 	  0.171
1248294065.724 	  0.054 	  0.169
1248294065.734 	  0.047 	  0.000
1248294065.796 	  0.047 	  0.000
1248294065.806 	  0.047 	  0.000
1248294065.837 	  0.047 	  0.000
1248294065.879 	  0.047 	  0.000
1248294065.910 	  0.047 	  0.000
1248294065.930 	  0.047 	  0.000
1248294065.971 	  0.047 	  0.000
1248294065.992 	  0.047 	  0.000
1248294066.003 	  0.000 	  0.000
1248294066.013 	  0.000 	  0.000
1248294066.026 	  0.047 	  0.000
1248294066.046 	  0.047 	  0.000
1248294066.087 	  0.047 	  0.000
1248294066.138 	  0.047 	  0.000
1248294066.169 	  0.047 	  0.000
1248294066.209 	  0.047 	  0.000
1248294066.220 	  0.047 	  0.000
1248294066.261 	  0.047 	  0.000
1248294066.281 	  0.047 	  0.000
1248294066.312 	  0.047 	  0.000
1248294066.332 	  0.047 	  0.000
1248294066.373 	  0.047 	  0.000
1248294066.394 	  0.047 	  0.000
1248294066.434 	  0.047 	  0.000
1248294066.455 	  0.047 	  0.000
1248294066.496 	  0.047 	  0.000
1248294066.516 	  0.048 	  0.000
1248294066.557 	  0.048 	  0.000
1248294066.567 	  0.048 	  0.000
1248294066.608 	  0.048 	  0.000
1248294066.618 	  0.048 	  0.000
1248294066.669 	  0.048 	  0.000
1248294066.710 	  0.048 	  0.000
1248294066.731 	  0.048 	  0.000
1248294066.761 	  0.048 	  0.000
1248294066.782 	  0.048 	  0.000
1248294066.833 	  0.048 	  0.000
1248294066.843 	  0.048 	  0.000
1248294066.873 	  0.048 	  0.000
1248294066.894 	  0.048 	  0.000
1248294066.935 	  0.048 	  0.000
1248294067.004 	  0.048 	  0.000
1248294067.065 	  0.048 	  0.000
1248294067.075 	  0.048 	  0.000
1248294067.107 	  0.048 	  0.000
1248294067.127 	  0.048 	  0.000
1248294067.179 	  0.048 	  0.000
1248294067.189 	  0.048 	  0.000
1248294067.240 	  0.048 	  0.000
1248294067.260 	  0.048 	  0.000
1248294067.290 	  0.048 	  0.000
1248294067.301 	  0.048 	  0.000
1248294067.361 	  0.048 	  0.000
1248294067.372 	  0.048 	  0.000
1248294067.403 	  0.048 	  0.000
1248294067.413 	  0.048 	  0.000
1248294067.453 	  0.049 	  0.000
1248294067.464 	  0.049 	  0.000
1248294067.504 	  0.049 	  0.000
1248294067.555 	  0.049 	  0.000
1248294067.575 	  0.049 	  0.000
1248294067.616 	  0.049 	  0.000
1248294067.626 	  0.049 	  0.000
1248294067.677 	  0.049 	  0.000
1248294067.687 	  0.049 	  0.000
1248294067.738 	  0.049 	  0.000
1248294067.758 	  0.049 	  0.000
1248294067.798 	  0.049 	  0.000
1248294067.819 	  0.049 	  0.000
1248294067.839 	  0.049 	  0.000
1248294067.880 	  0.049 	  0.000
1248294067.910 	  0.049 	  0.000
1248294067.921 	  0.049 	  0.000
1248294067.951 	  0.049 	  0.000
1248294067.992 	  0.049 	  0.000
1248294068.012 	  0.000 	  0.000
